Q1_Age,Q2_Gender,Q3_Education,Q4_LifeSatisfaction,Q5_CarOwnership,Q6_IncomeLevel,Q7_Employed,Q8_MaritalStatus,Q9_HomeOwner,Q10_HoursWorkedPerWeek,Q11_OE_Neighborhood,Q12_OE_FutureConcerns,Q13_OE_CustomerExperience,Q14_OE_WorkMotivation,Q15_OE_AdditionalComments,Neighborhood_Sentiment,FutureConcern_Sentiment
62,Male,Primary,4,No,87862,No,Widowed,No,56,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,no commnts,0.0,-0.4
63,Male,Primary,7,No,65015,No,Single,No,5,noice is low and evryone frendly,war n unestability,i calld support they sloved fast,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
39,Female,Secondary,6,Yes,65483,No,Married,Yes,10,i lik the quite and neghbours,war n unestability,got discount witout askin,"money, and boss apriciashun",this survery was long,0.0,0.0
42,Male,Tertiary,1,No,66798,No,Single,No,1,i dnt lik dogs barking but shops close by,war n unestability,got discount witout askin,just need to suceed,good luck with reserch,0.0,0.0
46,Female,Secondary,5,Yes,77726,Yes,Widowed,No,44,i dnt lik dogs barking but shops close by,war n unestability,shop asistnt smild n said thankyou,my kidss and faimly,good luck with reserch,0.0,0.0
44,Female,Tertiary,3,No,56213,Yes,Married,Yes,69,green trees n cleen airr,healthcare getin worse,great expiriense at restaurent,"goals keep me going, even when tired",pls fix typos in u r questions,-0.2,-0.4
29,Male,Primary,10,No,39902,Yes,Single,Yes,53,i dnt lik dogs barking but shops close by,no money to save fo future,got discount witout askin,"money, and boss apriciashun",this survery was long,0.0,0.0
19,Male,Tertiary,2,No,97671,No,Married,No,21,i dnt lik dogs barking but shops close by,climate chang and job loss,shop asistnt smild n said thankyou,"goals keep me going, even when tired",no commnts,0.0,0.0
25,Other,Secondary,4,Yes,49450,No,Divorced,No,17,noice is low and evryone frendly,war n unestability,the ladie at bank was reely helpfull,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
25,Female,Secondary,1,Yes,44212,Yes,Single,No,32,green trees n cleen airr,no money to save fo future,the ladie at bank was reely helpfull,my kidss and faimly,this survery was long,-0.2,0.0
45,Female,Secondary,1,Yes,59800,No,Divorced,No,51,green trees n cleen airr,climate chang and job loss,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts,-0.2,0.0
44,Female,Secondary,7,Yes,48346,No,Married,No,23,its saf and pecefull,war n unestability,got discount witout askin,"money, and boss apriciashun",no commnts,0.0,0.0
36,Other,Secondary,7,Yes,99538,No,Widowed,Yes,32,green trees n cleen airr,climate chang and job loss,i calld support they sloved fast,i lov my job and coworkers,this survery was long,-0.2,0.0
56,Female,Tertiary,10,No,88593,No,Married,Yes,55,noice is low and evryone frendly,i worrie bout kids educasion,shop asistnt smild n said thankyou,"money, and boss apriciashun",this survery was long,0.0,0.0
28,Female,Secondary,8,Yes,73324,Yes,Single,No,76,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,"goals keep me going, even when tired",this survery was long,0.0,0.0
29,Female,Tertiary,6,Yes,52120,Yes,Divorced,Yes,54,green trees n cleen airr,climate chang and job loss,great expiriense at restaurent,i lov my job and coworkers,no commnts,-0.2,0.0
42,Male,Tertiary,8,Yes,55828,Yes,Divorced,No,34,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,just need to suceed,pls fix typos in u r questions,0.0,0.0
24,Male,Tertiary,7,No,61858,Yes,Single,Yes,37,noice is low and evryone frendly,i worrie bout kids educasion,got discount witout askin,my kidss and faimly,good luck with reserch,0.0,0.0
39,Other,Secondary,3,Yes,59841,No,Single,Yes,25,i lik the quite and neghbours,no money to save fo future,great expiriense at restaurent,just need to suceed,thank u for lettin me say,0.0,0.0
35,Other,Tertiary,6,Yes,52686,No,Single,No,54,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,my kidss and faimly,this survery was long,0.0,0.0
53,Male,Primary,1,No,58057,Yes,Single,Yes,7,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say,0.0,0.0
27,Other,Primary,3,Yes,48286,Yes,Divorced,No,79,its saf and pecefull,healthcare getin worse,got discount witout askin,"goals keep me going, even when tired",this survery was long,0.0,-0.4
63,Female,Tertiary,1,Yes,63408,No,Widowed,No,72,i lik the quite and neghbours,i worrie bout kids educasion,the ladie at bank was reely helpfull,"goals keep me going, even when tired",thank u for lettin me say,0.0,0.0
19,Other,Primary,8,No,77827,No,Divorced,No,59,its saf and pecefull,no money to save fo future,shop asistnt smild n said thankyou,"goals keep me going, even when tired",thank u for lettin me say,0.0,0.0
37,Female,Secondary,8,No,31492,Yes,Married,Yes,76,its saf and pecefull,no money to save fo future,got discount witout askin,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
31,Female,Primary,1,No,71397,No,Single,No,35,noice is low and evryone frendly,healthcare getin worse,great expiriense at restaurent,"money, and boss apriciashun",pls fix typos in u r questions,0.0,-0.4
22,Male,Secondary,4,Yes,47452,Yes,Single,Yes,75,noice is low and evryone frendly,climate chang and job loss,shop asistnt smild n said thankyou,"goals keep me going, even when tired",this survery was long,0.0,0.0
65,Male,Secondary,3,Yes,30629,Yes,Married,No,45,its saf and pecefull,healthcare getin worse,got discount witout askin,i lov my job and coworkers,no commnts,0.0,-0.4
55,Female,Tertiary,3,Yes,33321,No,Single,No,32,i lik the quite and neghbours,no money to save fo future,the ladie at bank was reely helpfull,i lov my job and coworkers,good luck with reserch,0.0,0.0
41,Female,Secondary,10,Yes,48691,No,Divorced,No,59,green trees n cleen airr,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,pls fix typos in u r questions,-0.2,-0.4
37,Other,Primary,10,Yes,64670,Yes,Married,Yes,56,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,just need to suceed,good luck with reserch,0.0,0.0
41,Male,Tertiary,3,No,44683,No,Divorced,No,34,its saf and pecefull,healthcare getin worse,i calld support they sloved fast,my kidss and faimly,thank u for lettin me say,0.0,-0.4
37,Female,Secondary,3,Yes,71954,No,Widowed,Yes,33,its saf and pecefull,i worrie bout kids educasion,got discount witout askin,"money, and boss apriciashun",this survery was long,0.0,0.0
35,Male,Primary,4,No,81133,No,Married,No,17,its saf and pecefull,no money to save fo future,great expiriense at restaurent,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
37,Other,Secondary,6,No,33010,Yes,Single,Yes,38,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,i lov my job and coworkers,no commnts,0.0,-0.4
39,Male,Primary,10,No,20115,Yes,Widowed,Yes,72,its saf and pecefull,healthcare getin worse,i calld support they sloved fast,"money, and boss apriciashun",pls fix typos in u r questions,0.0,-0.4
30,Male,Primary,5,No,40230,No,Divorced,No,6,green trees n cleen airr,i worrie bout kids educasion,i calld support they sloved fast,my kidss and faimly,pls fix typos in u r questions,-0.2,0.0
42,Other,Primary,8,No,40366,Yes,Married,No,66,green trees n cleen airr,no money to save fo future,got discount witout askin,i lov my job and coworkers,no commnts,-0.2,0.0
25,Female,Tertiary,8,No,73842,Yes,Widowed,Yes,16,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",thank u for lettin me say,0.0,-0.4
21,Male,Secondary,5,No,40519,Yes,Single,No,77,its saf and pecefull,i worrie bout kids educasion,shop asistnt smild n said thankyou,"money, and boss apriciashun",no commnts,0.0,0.0
58,Male,Secondary,1,No,82815,Yes,Widowed,Yes,5,i dnt lik dogs barking but shops close by,war n unestability,i calld support they sloved fast,just need to suceed,thank u for lettin me say,0.0,0.0
54,Other,Primary,8,Yes,97321,No,Single,No,48,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,pls fix typos in u r questions,0.0,-0.4
66,Male,Secondary,9,No,87478,Yes,Single,Yes,15,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,i calld support they sloved fast,just need to suceed,good luck with reserch,0.0,0.0
23,Male,Secondary,9,No,48043,No,Married,Yes,18,green trees n cleen airr,i worrie bout kids educasion,shop asistnt smild n said thankyou,my kidss and faimly,this survery was long,-0.2,0.0
30,Female,Primary,5,No,71878,No,Divorced,No,27,noice is low and evryone frendly,no money to save fo future,the ladie at bank was reely helpfull,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
18,Female,Secondary,8,No,33246,Yes,Married,No,10,green trees n cleen airr,healthcare getin worse,shop asistnt smild n said thankyou,"goals keep me going, even when tired",no commnts,-0.2,-0.4
47,Male,Primary,7,No,12712,No,Single,Yes,71,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,my kidss and faimly,thank u for lettin me say,0.0,-0.4
58,Female,Tertiary,4,Yes,13226,Yes,Widowed,Yes,50,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,shop asistnt smild n said thankyou,my kidss and faimly,good luck with reserch,0.0,0.0
66,Other,Primary,8,No,92107,Yes,Single,No,3,its saf and pecefull,i worrie bout kids educasion,i calld support they sloved fast,my kidss and faimly,good luck with reserch,0.0,0.0
28,Female,Tertiary,7,No,98706,Yes,Married,Yes,1,its saf and pecefull,i worrie bout kids educasion,shop asistnt smild n said thankyou,i lov my job and coworkers,this survery was long,0.0,0.0
31,Other,Secondary,5,Yes,73972,Yes,Married,No,8,its saf and pecefull,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long,0.0,0.0
59,Other,Secondary,3,Yes,86880,No,Single,Yes,4,i lik the quite and neghbours,no money to save fo future,got discount witout askin,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
27,Male,Primary,9,No,69137,Yes,Widowed,Yes,34,green trees n cleen airr,no money to save fo future,the ladie at bank was reely helpfull,my kidss and faimly,good luck with reserch,-0.2,0.0
33,Other,Primary,7,Yes,95596,Yes,Divorced,Yes,40,green trees n cleen airr,i worrie bout kids educasion,the ladie at bank was reely helpfull,"money, and boss apriciashun",good luck with reserch,-0.2,0.0
36,Female,Secondary,2,Yes,72966,No,Widowed,No,3,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long,0.0,0.0
39,Other,Secondary,9,No,56772,No,Married,No,24,its saf and pecefull,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,this survery was long,0.0,0.0
24,Female,Tertiary,2,No,10622,Yes,Divorced,Yes,64,i dnt lik dogs barking but shops close by,healthcare getin worse,the ladie at bank was reely helpfull,my kidss and faimly,good luck with reserch,0.0,-0.4
46,Other,Tertiary,7,Yes,15487,No,Widowed,No,60,its saf and pecefull,climate chang and job loss,great expiriense at restaurent,i lov my job and coworkers,no commnts,0.0,0.0
42,Male,Secondary,4,No,17401,Yes,Single,Yes,20,noice is low and evryone frendly,i worrie bout kids educasion,got discount witout askin,just need to suceed,good luck with reserch,0.0,0.0
49,Male,Primary,6,Yes,77676,Yes,Widowed,Yes,40,its saf and pecefull,climate chang and job loss,got discount witout askin,"goals keep me going, even when tired",thank u for lettin me say,0.0,0.0
46,Female,Secondary,7,No,86206,Yes,Divorced,No,50,i lik the quite and neghbours,war n unestability,shop asistnt smild n said thankyou,my kidss and faimly,no commnts,0.0,0.0
65,Male,Primary,4,Yes,30466,Yes,Single,No,73,i lik the quite and neghbours,war n unestability,got discount witout askin,just need to suceed,good luck with reserch,0.0,0.0
67,Male,Tertiary,9,No,26409,Yes,Single,Yes,63,i lik the quite and neghbours,i worrie bout kids educasion,i calld support they sloved fast,my kidss and faimly,good luck with reserch,0.0,0.0
59,Other,Secondary,8,No,55257,No,Married,Yes,34,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
44,Male,Secondary,3,Yes,24735,No,Widowed,Yes,5,noice is low and evryone frendly,healthcare getin worse,the ladie at bank was reely helpfull,"money, and boss apriciashun",good luck with reserch,0.0,-0.4
50,Other,Secondary,1,No,16822,No,Single,Yes,70,i lik the quite and neghbours,war n unestability,got discount witout askin,just need to suceed,good luck with reserch,0.0,0.0
18,Male,Primary,4,Yes,23546,No,Divorced,No,51,noice is low and evryone frendly,i worrie bout kids educasion,i calld support they sloved fast,my kidss and faimly,thank u for lettin me say,0.0,0.0
40,Male,Tertiary,8,No,11062,No,Divorced,Yes,17,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,no commnts,0.0,0.0
48,Female,Secondary,3,No,96410,Yes,Married,No,8,i dnt lik dogs barking but shops close by,no money to save fo future,shop asistnt smild n said thankyou,"money, and boss apriciashun",this survery was long,0.0,0.0
23,Male,Primary,8,No,29511,No,Single,Yes,11,i dnt lik dogs barking but shops close by,healthcare getin worse,got discount witout askin,my kidss and faimly,thank u for lettin me say,0.0,-0.4
22,Female,Tertiary,8,Yes,95586,Yes,Widowed,Yes,72,its saf and pecefull,war n unestability,i calld support they sloved fast,i lov my job and coworkers,this survery was long,0.0,0.0
42,Male,Primary,4,Yes,63461,No,Divorced,Yes,1,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,"goals keep me going, even when tired",good luck with reserch,0.0,-0.4
36,Other,Primary,7,Yes,94104,Yes,Widowed,Yes,53,green trees n cleen airr,healthcare getin worse,got discount witout askin,"goals keep me going, even when tired",thank u for lettin me say,-0.2,-0.4
33,Male,Tertiary,4,No,11654,Yes,Divorced,Yes,15,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,just need to suceed,this survery was long,0.0,0.0
34,Male,Tertiary,1,No,51342,No,Married,Yes,74,its saf and pecefull,climate chang and job loss,shop asistnt smild n said thankyou,i lov my job and coworkers,this survery was long,0.0,0.0
51,Female,Tertiary,3,No,17348,Yes,Married,Yes,63,i dnt lik dogs barking but shops close by,healthcare getin worse,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long,0.0,-0.4
32,Male,Secondary,2,No,84647,Yes,Married,No,51,i lik the quite and neghbours,i worrie bout kids educasion,the ladie at bank was reely helpfull,"money, and boss apriciashun",pls fix typos in u r questions,0.0,0.0
31,Female,Secondary,2,No,64184,No,Married,No,51,noice is low and evryone frendly,no money to save fo future,got discount witout askin,just need to suceed,this survery was long,0.0,0.0
40,Male,Secondary,1,Yes,73216,No,Single,Yes,21,its saf and pecefull,war n unestability,the ladie at bank was reely helpfull,just need to suceed,this survery was long,0.0,0.0
23,Male,Tertiary,1,No,31928,No,Single,No,18,green trees n cleen airr,climate chang and job loss,shop asistnt smild n said thankyou,"money, and boss apriciashun",pls fix typos in u r questions,-0.2,0.0
43,Other,Tertiary,2,No,54001,No,Divorced,Yes,32,i dnt lik dogs barking but shops close by,climate chang and job loss,the ladie at bank was reely helpfull,"money, and boss apriciashun",good luck with reserch,0.0,0.0
30,Other,Primary,9,Yes,35118,Yes,Divorced,Yes,56,its saf and pecefull,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
56,Other,Primary,3,Yes,83056,Yes,Single,No,10,green trees n cleen airr,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",thank u for lettin me say,-0.2,-0.4
23,Female,Secondary,4,Yes,39021,No,Divorced,Yes,33,noice is low and evryone frendly,war n unestability,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
45,Male,Tertiary,4,No,59705,No,Single,Yes,36,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,i lov my job and coworkers,thank u for lettin me say,0.0,-0.4
46,Male,Primary,5,No,82642,Yes,Divorced,Yes,2,i dnt lik dogs barking but shops close by,no money to save fo future,great expiriense at restaurent,just need to suceed,thank u for lettin me say,0.0,0.0
57,Other,Primary,6,Yes,71784,Yes,Married,No,41,noice is low and evryone frendly,healthcare getin worse,i calld support they sloved fast,i lov my job and coworkers,good luck with reserch,0.0,-0.4
46,Male,Tertiary,5,No,61219,Yes,Single,No,33,its saf and pecefull,healthcare getin worse,i calld support they sloved fast,"money, and boss apriciashun",good luck with reserch,0.0,-0.4
23,Female,Secondary,4,No,18261,No,Divorced,No,74,i dnt lik dogs barking but shops close by,no money to save fo future,got discount witout askin,just need to suceed,pls fix typos in u r questions,0.0,0.0
35,Other,Secondary,1,Yes,86237,Yes,Divorced,Yes,5,i lik the quite and neghbours,healthcare getin worse,the ladie at bank was reely helpfull,"goals keep me going, even when tired",thank u for lettin me say,0.0,-0.4
44,Female,Tertiary,2,Yes,77295,No,Married,No,29,i dnt lik dogs barking but shops close by,climate chang and job loss,great expiriense at restaurent,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
31,Other,Tertiary,7,No,58439,Yes,Widowed,No,3,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,shop asistnt smild n said thankyou,"goals keep me going, even when tired",thank u for lettin me say,0.0,0.0
46,Male,Secondary,9,No,63774,Yes,Single,No,26,its saf and pecefull,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long,0.0,0.0
27,Female,Primary,7,No,63980,Yes,Married,No,41,i lik the quite and neghbours,war n unestability,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
49,Other,Primary,4,No,15417,No,Married,Yes,59,i dnt lik dogs barking but shops close by,climate chang and job loss,the ladie at bank was reely helpfull,"money, and boss apriciashun",this survery was long,0.0,0.0
51,Other,Tertiary,5,Yes,78833,No,Widowed,No,79,noice is low and evryone frendly,healthcare getin worse,the ladie at bank was reely helpfull,i lov my job and coworkers,no commnts,0.0,-0.4
54,Male,Tertiary,3,No,53740,No,Divorced,No,65,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
50,Other,Primary,9,Yes,67654,No,Divorced,Yes,37,i lik the quite and neghbours,war n unestability,shop asistnt smild n said thankyou,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
52,Other,Tertiary,3,Yes,50395,Yes,Widowed,No,9,i dnt lik dogs barking but shops close by,healthcare getin worse,the ladie at bank was reely helpfull,my kidss and faimly,this survery was long,0.0,-0.4
68,Other,Primary,2,Yes,92915,No,Widowed,No,14,green trees n cleen airr,no money to save fo future,got discount witout askin,"money, and boss apriciashun",no commnts,-0.2,0.0
68,Male,Secondary,4,Yes,67060,No,Divorced,Yes,25,green trees n cleen airr,healthcare getin worse,the ladie at bank was reely helpfull,just need to suceed,thank u for lettin me say,-0.2,-0.4
30,Other,Tertiary,10,No,83910,No,Divorced,Yes,48,i lik the quite and neghbours,no money to save fo future,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
65,Other,Secondary,3,No,70609,No,Widowed,No,69,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,no commnts,0.0,0.0
36,Other,Secondary,9,Yes,23854,Yes,Widowed,Yes,21,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,this survery was long,0.0,0.0
65,Other,Primary,9,No,52819,Yes,Married,Yes,39,noice is low and evryone frendly,healthcare getin worse,i calld support they sloved fast,my kidss and faimly,thank u for lettin me say,0.0,-0.4
28,Male,Primary,6,Yes,13370,No,Married,Yes,15,green trees n cleen airr,healthcare getin worse,got discount witout askin,just need to suceed,pls fix typos in u r questions,-0.2,-0.4
56,Female,Tertiary,7,Yes,19324,No,Married,Yes,51,noice is low and evryone frendly,war n unestability,got discount witout askin,"money, and boss apriciashun",no commnts,0.0,0.0
32,Male,Primary,3,Yes,60039,No,Widowed,No,45,noice is low and evryone frendly,climate chang and job loss,shop asistnt smild n said thankyou,"goals keep me going, even when tired",thank u for lettin me say,0.0,0.0
34,Female,Tertiary,4,Yes,98358,Yes,Widowed,No,26,noice is low and evryone frendly,climate chang and job loss,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
68,Other,Tertiary,7,Yes,23883,Yes,Single,No,1,i lik the quite and neghbours,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
32,Female,Tertiary,4,Yes,59059,No,Married,Yes,13,noice is low and evryone frendly,no money to save fo future,great expiriense at restaurent,my kidss and faimly,this survery was long,0.0,0.0
37,Female,Tertiary,3,No,84346,Yes,Married,No,11,i dnt lik dogs barking but shops close by,war n unestability,got discount witout askin,just need to suceed,no commnts,0.0,0.0
18,Male,Tertiary,8,No,45559,Yes,Married,Yes,77,its saf and pecefull,no money to save fo future,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
61,Other,Primary,9,Yes,32189,Yes,Single,Yes,77,green trees n cleen airr,no money to save fo future,got discount witout askin,"goals keep me going, even when tired",this survery was long,-0.2,0.0
59,Female,Tertiary,10,Yes,69315,Yes,Divorced,No,8,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch,-0.2,0.0
60,Male,Secondary,6,No,35865,Yes,Widowed,No,42,its saf and pecefull,climate chang and job loss,the ladie at bank was reely helpfull,"goals keep me going, even when tired",this survery was long,0.0,0.0
51,Female,Primary,2,Yes,28236,No,Married,Yes,46,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,"money, and boss apriciashun",pls fix typos in u r questions,-0.2,0.0
69,Female,Secondary,9,Yes,52111,No,Single,No,3,noice is low and evryone frendly,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
67,Male,Secondary,1,No,43269,No,Widowed,No,74,noice is low and evryone frendly,climate chang and job loss,got discount witout askin,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
34,Other,Tertiary,5,Yes,19609,Yes,Widowed,No,67,its saf and pecefull,no money to save fo future,got discount witout askin,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
61,Other,Secondary,7,Yes,32311,No,Married,Yes,43,green trees n cleen airr,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,good luck with reserch,-0.2,0.0
20,Male,Primary,3,Yes,65510,Yes,Divorced,Yes,39,i dnt lik dogs barking but shops close by,no money to save fo future,i calld support they sloved fast,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
23,Female,Tertiary,10,Yes,37437,No,Widowed,Yes,34,its saf and pecefull,no money to save fo future,got discount witout askin,i lov my job and coworkers,no commnts,0.0,0.0
69,Female,Secondary,4,No,98586,No,Married,No,58,i dnt lik dogs barking but shops close by,no money to save fo future,i calld support they sloved fast,my kidss and faimly,this survery was long,0.0,0.0
65,Female,Tertiary,9,Yes,71482,Yes,Divorced,Yes,42,i lik the quite and neghbours,healthcare getin worse,the ladie at bank was reely helpfull,"goals keep me going, even when tired",good luck with reserch,0.0,-0.4
49,Male,Secondary,6,Yes,60875,No,Widowed,Yes,70,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,got discount witout askin,"goals keep me going, even when tired",this survery was long,0.0,0.0
31,Female,Primary,9,Yes,52334,No,Widowed,No,24,green trees n cleen airr,climate chang and job loss,i calld support they sloved fast,"money, and boss apriciashun",no commnts,-0.2,0.0
53,Male,Secondary,6,Yes,84563,Yes,Divorced,No,64,i dnt lik dogs barking but shops close by,war n unestability,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch,0.0,0.0
58,Other,Tertiary,10,Yes,66858,No,Single,No,46,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,"goals keep me going, even when tired",thank u for lettin me say,0.0,0.0
33,Other,Primary,8,Yes,27092,Yes,Divorced,No,18,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,no commnts,0.0,0.0
30,Male,Secondary,6,Yes,41630,Yes,Divorced,Yes,63,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts,0.0,0.0
60,Other,Secondary,2,Yes,57240,Yes,Divorced,Yes,40,i lik the quite and neghbours,no money to save fo future,the ladie at bank was reely helpfull,my kidss and faimly,this survery was long,0.0,0.0
44,Other,Secondary,3,No,18751,Yes,Married,Yes,66,noice is low and evryone frendly,i worrie bout kids educasion,the ladie at bank was reely helpfull,just need to suceed,no commnts,0.0,0.0
64,Male,Tertiary,9,Yes,15154,No,Widowed,Yes,61,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,i calld support they sloved fast,just need to suceed,no commnts,0.0,0.0
24,Female,Tertiary,7,No,52836,Yes,Single,Yes,47,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
37,Other,Secondary,2,Yes,63297,Yes,Divorced,No,38,green trees n cleen airr,i worrie bout kids educasion,shop asistnt smild n said thankyou,just need to suceed,this survery was long,-0.2,0.0
29,Other,Tertiary,1,No,69666,No,Divorced,Yes,1,green trees n cleen airr,climate chang and job loss,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say,-0.2,0.0
40,Female,Secondary,1,Yes,69687,No,Widowed,No,22,green trees n cleen airr,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,good luck with reserch,-0.2,0.0
56,Male,Secondary,9,Yes,74984,No,Single,No,64,i lik the quite and neghbours,war n unestability,got discount witout askin,just need to suceed,this survery was long,0.0,0.0
63,Female,Secondary,4,No,59014,No,Married,No,75,noice is low and evryone frendly,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",good luck with reserch,0.0,-0.4
39,Female,Secondary,4,Yes,29048,No,Widowed,No,27,i lik the quite and neghbours,healthcare getin worse,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts,0.0,-0.4
42,Female,Secondary,8,No,55828,Yes,Widowed,Yes,28,green trees n cleen airr,climate chang and job loss,shop asistnt smild n said thankyou,"money, and boss apriciashun",good luck with reserch,-0.2,0.0
38,Male,Secondary,8,Yes,43771,No,Divorced,Yes,78,its saf and pecefull,no money to save fo future,i calld support they sloved fast,"goals keep me going, even when tired",thank u for lettin me say,0.0,0.0
53,Other,Secondary,2,No,77901,No,Single,Yes,71,i lik the quite and neghbours,i worrie bout kids educasion,the ladie at bank was reely helpfull,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
37,Other,Secondary,8,Yes,59814,No,Divorced,Yes,75,green trees n cleen airr,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",thank u for lettin me say,-0.2,0.0
21,Other,Primary,7,No,57749,Yes,Widowed,No,43,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,i lov my job and coworkers,good luck with reserch,0.0,0.0
65,Female,Secondary,7,No,76653,Yes,Single,Yes,50,noice is low and evryone frendly,climate chang and job loss,got discount witout askin,just need to suceed,this survery was long,0.0,0.0
19,Other,Secondary,5,Yes,25917,Yes,Single,Yes,68,i dnt lik dogs barking but shops close by,healthcare getin worse,the ladie at bank was reely helpfull,my kidss and faimly,thank u for lettin me say,0.0,-0.4
26,Other,Primary,3,Yes,81284,Yes,Widowed,No,33,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,"goals keep me going, even when tired",this survery was long,0.0,-0.4
26,Male,Tertiary,9,No,25507,No,Divorced,Yes,11,its saf and pecefull,climate chang and job loss,got discount witout askin,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
33,Female,Primary,1,No,62398,Yes,Widowed,Yes,32,noice is low and evryone frendly,healthcare getin worse,got discount witout askin,just need to suceed,pls fix typos in u r questions,0.0,-0.4
53,Other,Primary,2,Yes,62074,No,Single,Yes,22,i dnt lik dogs barking but shops close by,climate chang and job loss,i calld support they sloved fast,i lov my job and coworkers,this survery was long,0.0,0.0
22,Male,Primary,6,No,85049,Yes,Single,No,3,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,my kidss and faimly,this survery was long,0.0,-0.4
56,Male,Primary,10,No,19572,No,Divorced,No,77,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,just need to suceed,no commnts,0.0,0.0
